edep [MeV]
0.028968247
0.12198094
0.047739144
0.16423504
0.002247289
0.021118544
0.07389287
0.10127642
0.02080222
0.07406699
0.028191369
0.100816526
0.06834843
0.0003405586
0.25785056
0.04408979
0.2083976
0.021846432
0.107187316
0.06616788
0.16886051
0.2654831
0.13675892
0.18400937
0.056537587
0.241581
0.009167773
0.12654403
0.18078531
0.30707628
0.016291942
0.2955163
0.008051682
0.08439776
0.09663288
0.07766714
0.13850012
0.06807993
0.033683356
0.016175102
0.14515054
0.00010135654
0.0075548757
0.12682694
0.21938051
0.08119219
0.03888682
0.26382133
0.03243712
0.12502034
0.008809075
0.022724224
0.14663737
0.28502756
0.021543892
0.18816799
0.09082808
0.016320175
0.023455996
0.066626355
0.0021298025
0.08489514
0.10314709
0.012037642
0.07032402
0.060365
0.0040325993
0.08051205
0.04013606
0.0005633638
0.05275455
0.16467978
0.011803303
0.058591414
0.04528814
0.15827611
0.04864091
0.013549841
0.11454965
0.13221823
0.10372637
0.0069097555
0.06929284
0.0154335005
0.13164705
0.28802165
0.08943012
0.14306353
0.07460001
0.15095194
0.038329937
0.053481236
0.0714261
0.21007726
0.14583674
0.13187583
0.107762896
0.008504472
0.011157933
0.00464961
0.000113022645
0.009381893
0.0023150516
0.056158267
0.18660763
0.017587895
0.032934878
0.0
0.16093121
0.012496288
0.010385273
0.0019837527
0.003308897
0.0019945337
0.040488597
0.04807842
0.28151983
0.1463354
0.11017064
0.007138385
0.10909789
0.02489887
0.008165031
0.17721727
0.08889221
0.09179881
0.1771827
0.010089307
0.04481304
0.27731106
0.10543033
0.1158933
0.03689208
0.29274198
0.044121586
0.02618965
0.024942787
0.10550141
0.028755317
0.11938473
0.043098327
0.017183842
0.06717746
0.11747352
0.19456193
0.10076689
0.045465644
0.02785547
0.30105695
0.03271686
0.25991428
0.19452739
0.026000574
0.16376461
0.00021786708
0.0
0.2553019
0.109387405
0.014293055
0.10789038
0.010959958
0.15110108
0.05513908
0.037903745
0.08939811
0.09455521
0.04791567
0.039474707
0.03148189
0.079637736
0.060534526
0.0008302308
0.007294834
0.04190955
0.090772346
0.082118526
0.0015924558
0.0
0.023442293
0.014980181
0.24398959
0.10247873
0.121715896
0.0055623227
0.09598094
0.1087908
0.00017941759
0.093988225
0.14479654
0.084011324
0.15962848
0.0029012882
0.27527127
0.04254118
0.121804155
0.20303531
0.008808524
0.03214139
0.17211114
0.04303052
0.108461134
0.28390995
0.09621106
0.045727123
0.007295009
0.0042650085
0.0068530994
0.002232373
0.017896945
0.012316723
0.02610137
0.04591734
0.032247916
0.10123008
0.020280939
0.064690076
0.1635498
0.051082328
0.25134563
0.008861671
0.02668369
0.1717303
0.0037206672
0.074955404
0.07460285
0.17337784
0.07218696
0.01598331
0.020575944
0.06689625
0.24749076
0.055613015
0.036598954
0.27074322
0.035194434
0.13455226
0.06856223
0.073047034
0.00836728
0.16714732
0.0093171
0.009089913
0.0486329
0.13478917
0.09103175
0.098708384
0.024199385
0.28814578
0.069676735
0.10332531
0.0018775249
0.25313154
0.09458038
0.16595109
0.039540816
0.00494324
0.12518959
0.25860012
0.013343136
0.13465302
0.025112297
0.056448873
0.16193287
0.114696406
0.15840213
0.28312063
0.11993502
0.030700069
0.2631975
0.0523465
0.07203384
0.043219384
0.22134502
0.046029624
0.21186806
0.17226385
0.02607063
0.023614487
0.17109314
0.06759031
0.26045474
0.0048395353
0.09325173
0.03752088
0.29676598
0.08358419
0.12375572
0.21338251
0.0013567321
0.27925798
0.010291755
0.2637004
0.0867256
0.13082622
0.050302915
0.0045452095
0.25613138
0.010982393
0.09147253
0.011865965
0.20119587
0.0795081
0.30946326
0.057343192
0.087347865
0.0006176622
0.16449308
0.0075157452
0.035877947
0.0035515104
0.02837515
0.18117888
0.0885817
0.027008966
0.25750843
0.016424188
0.02778284
0.06769295
0.19719005
0.011510086
0.077368386
0.0018911217
0.072524205
0.21942952
0.011047275
0.23255008
0.07751563
0.013558589
0.2849207
0.023365576
0.06664011
0.033477683
0.20122144
0.0011129064
0.05996627
0.23005871
0.032715626
0.07777609
0.05800684
0.041993976
0.0044536213
0.002536664
0.2714763
0.011938974
0.002432715
0.17663783
0.045644496
0.18445125
0.094009034
0.19721374
0.0070167864
0.029201692
0.08835035
0.08726163
0.003624101
0.059895467
0.2535572
0.059062533
0.033819567
0.0
0.013826629
0.1928333
0.051076762
0.027454434
0.21930711
0.0165852
0.015122283
0.3091366
0.14228708
0.1452215
0.009790837
0.07408945
0.14348787
0.17544666
0.08385723
0.010763097
0.023179132
0.0010823617
0.071153246
0.09288483
0.10278997
0.2192965
0.031146795
0.012676024
0.21137197
0.18047392
0.04395274
0.30745497
0.15481448
0.07230631
0.06365478
0.10236538
0.021254433
0.19986689
0.00046103777
0.048596133
0.0671499
0.0008782354
0.009342656
0.15684836
0.07697342
0.06353382
0.24823727
0.2599363
0.015688289
0.14476886
0.009278615
0.12955411
0.057782706
0.016737303
0.030464472
0.18960062
0.023341717
0.007407731
0.1906107
0.28263018
0.17155801
0.18163005
0.011637286
0.031962708
0.21159238
0.04857
0.16351186
0.017859295
0.006152365
0.09221615
0.06871021
0.21766816
0.11973264
0.1070864
0.07090148
0.009530141
0.009334839
0.06631913
0.16469732
0.095191926
0.2081011
0.044418536
0.14898944
0.05916592
0.06504671
0.01707668
0.0071324464
0.027669063
0.31754985
0.11229492
0.17809759
0.015164053
0.06398669
0.1478379
0.022896249
